id,product description,barcode,price_lbp,price_usd,category,sub_category,stock_in_geitawi_branch,stock_in_medawar_branch,image_name,new_items,offers,suppliers
1939,CHATEAU KA-SOURCE DEROUGE /2BTL,762571600767,1230000,13.74301676,BEVERAGES,HOT DRINKS,0,0,0,0,0, No Supplier
1992,COFFEE CREAMER 400GR LIGHT,0,325000,3.631284916,BEVERAGES,HOT DRINKS,0,0,0,0,0, No Supplier
2021,HONEY LANGNESE 375G,5283014109555-4023300851208,445000,4.972067039,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
2030,JULIAS HONEY 200GR,5283034100150,320000,3.575418994,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
2094,MAMIGS HOMMOS,5287000220293,80000,0.893854749,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
2098,BABA GHANOUJ MAMIGS,5287000220170,170000,1.899441341,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
2206,NESCAFE TEPERWARE OFFER,8992696420557,25000,0.279329609,BEVERAGES,HOT DRINKS,0,0,0,0,0, No Supplier
0,0,0,0,0,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
0,0,0,0,0,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
2270,TAJ PEANUT BUTTER,0,60000,0.670391061,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
2273,DEMOTTA MACARONI 400 G,0,45000,0.502793296,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
2327,PAIN DE MIE BLANC PAIN DOR,5281013600028,135000,1.508379888,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
2640,HULLED WHEAT TANNOURINE 900G,0,120000,1.340782123,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
2641,OREGANO TANNOURINE  25G,5287001333206,45000,0.502793296,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
2642,KZBIRA TANNOURINE 25G,5287001333749,30000,0.335195531,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
2668,CHOCO FLAKES 30G,5283003363012,35000,0.391061453,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
2900,PUCK SLICED SHEDDAR,0,205000,2.290502793,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
3005,ELLE & VIRE FRUITS APRICOT,0,75000,0.837988827,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
3063,MOZARELLA MONI,2700014,1135000,12.68156425,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
3069,KASHKAVAL MONI,2700015,1415000,15.81005587,HOME USAGE,TOOLS,2.10387E-14,0,0,0,0, No Supplier
3070,ZOTT GOURMET SLICES BURGER 200G,4014500028859-4014500513164,215000,2.402234637,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
3188,TAHINA CHTOURA ROYAL 600G,0,195000,2.17877095,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
3238,JULIAS BLACKBERRY JAM 485G,5285007392449-5283034100020,255000,2.849162011,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
3288,BREAST CHICKEN WILCO,2700066,1105000,12.34636872,FOOD,OTHER FOOD,0,0,0,0,0, No Supplier
3468,CUETARA MARIA BISCUITS 100G,8434165443235,30000,0.335195531,FOOD,CHOCOLATE AND BISCUITS,0,0,0,0,0, No Supplier
3529,VAN MARCKE 65 G,5283010009125-5283010009095,40000,0.446927374,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
3554,VAN MARKE BBQ,5283010008982,40000,0.446927374,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
3677,CRIX CHEESE,0,55000,0.61452514,FOOD,OTHER FOOD,0,0,0,0,0, No Supplier
3806,BEIRUT POPS- SALT 40GR,5289000016630,65000,0.726256983,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
3807,BEIRUT POPS- CARAMEL 65GR,5289000016708,65000,0.726256983,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
3849,MASTER KRI KRI,5283003397475-5283003397116,30000,0.335195531,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
3858,VAN MARCKE 65G,0,40000,0.446927374,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
3869,MASTER PISTACHIOS,5283003397154,30000,0.335195531,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
3901,LEVANTO MIX CHEESE CONES 150G,5287001717280-5287001717297,70000,0.782122905,FOOD,OTHER FOOD,0,0,0,0,0, No Supplier
3967,PICK UP 28G,4017100263101,60000,0.670391061,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
3973,BISCOLTA MOOD 50G,8699141157005,55000,0.61452514,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
4030,LOACKER GARDENA 38G,80001287-80001461,70000,0.782122905,HOME USAGE,TOOLS,19,15,0,0,0, No Supplier
4156,PICK UP!,0,55000,0.61452514,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
4205,DAIRY MILK 45G,7622210292742,75000,0.837988827,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
4283,TWINS 2FINGERS 45G,5287000835299-5287000835343,20000,0.223463687,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
4430,MILKA BUNTE KAKAOLINSEN,7622210055439-3045140105502,105000,1.173184358,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
4670,MILKA ALPINE MILKA 38 GRS,7622210834614-7622210834577,65000,0.726256983,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
4751,MASTRO,0,10000,0.111731844,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
4851,MARCHEMELOW KOKITA,6211080486521,15000,0.167597765,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
4913,TAJ CREAMY PEANUT BUTTER 250GR,5285008120997-5285008121000,240000,2.681564246,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
4932,TOLA NESTLE 31 G,0,30000,0.335195531,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
4945,CAFFECREMA 2 IN 1 12 G,0,20000,0.223463687,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
4965,LORD SCOT 1 L,0,180000,2.011173184,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
4976,DOUNYA GREEN PEAS 820 G,5281117016688,180000,2.011173184,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5008,WONDERFILLS,0,15000,0.167597765,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5009,WONDERFILLS 12 G,0,15000,0.167597765,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
0,0,0,0,0,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
0,0,0,0,0,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5018,MILKA BONIBON 24.3G,7622210364647,40000,0.446927374,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5020,NERO BOLD 120G,8690526053554,75000,0.837988827,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5026,BISCOLATA STARZ 82 G,8699141055035-8699141055189,55000,0.61452514,BEVERAGES,OTHER BEVERAGES,0,0,0,0,0, No Supplier
5029,INVITE CHOCO CAKE,0,15000,0.167597765,FOOD,CHOCOLATE AND BISCUITS,0,0,0,0,0, No Supplier
5041,PICK UP DARK,4017100259319,60000,0.670391061,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5050,MINI DUMBIES 30 G,0,45000,0.502793296,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5052,NO.1 MORE FRAMBUAZ 32G,0,30000,0.335195531,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5053,LAVIVA LEMON 35 G,0,30000,0.335195531,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5277,HABOUB TANNOURINE  500 G,0,80000,0.893854749,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5279,LAPIARA MORTADELLE BEEF OLIVE,2700022,1000000,11.17318436,FOOD,OTHER FOOD,0,0,0,0,0, No Supplier
5285,SALAMI WENBO,2700026,1710000,19.10614525,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5288,LAPIARA MORTADELLE,2700024,785000,8.770949721,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5334,ITALIENNE MORTADELLE MONTENERO,2700038,900000,10.05586592,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5351,POMGRANA 350 G,5287001462081,65000,0.726256983,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5352,ROSE WATER 750 ML,0,100000,1.117318436,BEVERAGES,COLD DRINKS,9.88792E-17,0,0,0,0, No Supplier
5443,BELLA CREAM CHEESE SPREAD IN JARS 500G,5283013317937,385000,4.301675978,FOOD,OTHER FOOD,0,0,0,0,0, No Supplier
5548,LA MEGA SUNFLOWER OIL 900M;,0,225000,2.51396648,FOOD,OIL,0,0,0,0,0, No Supplier
5632,ABALI SUNFLOWER OIL 5L,8681771361389-577831577068,1230000,13.74301676,FOOD,OIL,0,0,0,0,0, No Supplier
5633,ZER SUNFLOWER OIL 4 L,0,1200000,13.40782123,FOOD,OIL,0,0,0,0,0, No Supplier
5640,TURNA OIL 1 L,8697411472018-8697999062007,385000,4.301675978,FOOD,OIL,0,0,0,0,0, No Supplier
5642,DALIA SUNFLOWER OIL 900 ML,0,265000,2.960893855,FOOD,OIL,0,0,0,0,0, No Supplier
5656,LEMON SQUASH 950ML,0,75000,0.837988827,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5673,SOY SAUCE light 150 ML jade bridge,6939945103238,115000,1.284916201,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5698,ZAATAR BALADE 200GR,2700094,290000,3.240223464,FOOD,OTHER FOOD,7,22,0,0,0, No Supplier
5728,PEARL SALT,0,15000,0.167597765,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5729,TAJ RED VINGAR 1000ML,5285008120294-5285008120287,75000,0.837988827,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5731,SALT PEARL,0,15000,0.167597765,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5791,KLATCHI CRISPY CORN,5287000845311-5287000845496,20000,0.223463687,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5792,KLATCHI CRI CRI,5287000845458,20000,0.223463687,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5793,KLATCHI DRIED FRUIT,0,20000,0.223463687,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5802,KLATCHI CHINESE MIX 15G,5287000845717,25000,0.279329609,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5809,KLATCHI MIXED NUTS 90 GR,5287000845762,65000,0.726256983,FOOD,OTHER FOOD,0,0,0,0,0, No Supplier
5811,KLATCHI CHEESE RINGS 170G,5287000845236,155000,1.731843575,FOOD,OTHER FOOD,0,0,0,0,0, No Supplier
5813,KLATCHI NEW YEAR OFFER + BOWL,0,15000,0.167597765,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5832,KLATCHI CRISPY 15G,5287000845984,20000,0.223463687,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5863,SALT PEARL 1000 G,5285007800401,45000,0.502793296,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5864,RIZ TANNOURINE MASRI 900 G,5287001333015,95000,1.061452514,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5866,HBOUB TANNOURINE SMID 900 G,5287001333848-5287001333886,115000,1.284916201,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5870,BHARAT TANNOURINE 25 G,5287001333237-5287001333961,70000,0.782122905,HOME USAGE,TOOLS,0,3,0,0,0, No Supplier
5871,BHARAT TANOURINE 25 G,5287001333282-5287001333275,70000,0.782122905,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5877,BLACK PEPPER 50 G,5283000911155,90000,1.005586592,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5880,PAPRIKA 50 G,5283000911094,60000,0.670391061,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
0,0,0,0,0,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
0,0,0,0,0,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5882,CAYENNE PEPPER 50 G,0,15000,0.167597765,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5883,RICE AMERICAN TANNOURINE 900G,5287001333671,110000,1.229050279,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5886,RIZ TANNOURINE ITALY 900 G,5287001333008,135000,1.508379888,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5887,KAMUN TANNOURINE 25G,5287001333701-5287001333107,30000,0.335195531,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5890,AL HALABI PNT PEANUTS 150 G,0,80000,0.893854749,FOOD,OTHER FOOD,0,0,0,0,0, No Supplier
5891,HABOUB TANNOURINE 25 G,5287001333992-5287001333428,30000,0.335195531,HOME USAGE,TOOLS,0,-2,0,0,0, No Supplier
5892,HABOUB TANNOURINE 200 G,0,80000,0.893854749,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5893,HBOUB TANNOURINE,0,85000,0.94972067,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5902,FASOLIA MDAABALE 900G,0,255000,2.849162011,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5904,FASOLIA WHITE HBOUB TANNOURINE,0,185000,2.067039106,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5906,AL QUALAA THYMES HALABI 400GR,0,110000,1.229050279,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5927,HOT FELFOL 50 G AOUN,0,65000,0.726256983,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5949,TIB MINCE 20 GR,0,60000,0.670391061,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5951,RED FELFOL 50G AOUN,0,55000,0.61452514,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5956,KARAWYA SOFT 50 GR AOUN,0,45000,0.502793296,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5966,YANSOUN 50G AOUN,0,60000,0.670391061,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5969,GINGEMBRE 50G,5283000905871,70000,0.782122905,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
5976,SUCRE CANNE 200G,5283000901033,95000,1.061452514,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6049,RAISIN 100G,0,50000,0.558659218,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6100,KR GOLD MIX 300G,022644072809,395000,4.413407821,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6132,KR GOLD MIX 150G,0,205000,2.290502793,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6135,KR PRIME 300G,0,145000,1.620111732,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6228,ARCHI KERNELS MIXED NUTS 225G,5285004020017,265000,2.960893855,FOOD,OTHER FOOD,0,0,0,0,0, No Supplier
6243,LEVANTO PEANUT,5283001512009,60000,0.670391061,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6336,ARRIGHI FUSILLINI TRICOLORI 0.37 500G,0,180000,2.011173184,HOME USAGE,TOOLS,1,0,0,0,0, No Supplier
6401,FELLINI BARILLA VERM 500G,8076809524452,100000,1.117318436,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6416,DEMOTTA SPAGHETTI 400GR,8691165300047-8697480070375,40000,0.446927374,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6428,ARBELLA 400G,0,110000,1.229050279,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6429,SANTA LASAGNA 400 G,0,110000,1.229050279,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6431,FIORELLA  MAKARNA PASTA,0,55000,0.61452514,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6433,BELLILA MAKARNA 500G,8680755465952-8690325002043,85000,0.94972067,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6447,AOUN PISTACHIO 200G,0,465000,5.195530726,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6480,LIBBYS PINEAPPLE SLICES 570G,0,165000,1.843575419,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6493,FOUL MDAMMAS CORTAS 850G,735143003051,115000,1.284916201,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6494,FOUL MDAMMAS CORTAS 420G,735143003044,60000,0.670391061,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6503,BOILED CHICK PEAS 420G,735143003341,130000,1.452513966,FOOD,OIL,0,0,0,0,0, No Supplier
6627,PALMITO HEARTS 410G,0,300000,3.351955307,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6641,NESMA BEEF LUNCHEON 850GR,5287000998192,155000,1.731843575,FOOD,OTHER FOOD,0,0,0,0,0, No Supplier
6654,DOUNYA GREEN PEAS 400 G,5281117016671,80000,0.893854749,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6676,LEVANTO PEANUT BUTTER,43544764959-43544764932,210000,2.346368715,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6684,CHTOURA FIELDS,0,65000,0.726256983,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6693,ALMUROOJ CHICKEN LUNCHEON MEAT 200G,5287000998253,40000,0.446927374,FOOD,OTHER FOOD,0,0,0,0,0, No Supplier
0,0,0,0,0,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
0,0,0,0,0,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
6698,SALWA LUNCHEON 340 G,0,65000,0.726256983,HOME USAGE,TOOLS,0,0,0,0,0, No Supplier
